# Gene Family	dlab_reads_ALL_Abundance-CPM	mcav_reads_ALL_Abundance-CPM	ofav_reads_ALL_Abundance-CPM	pstr_reads_ALL_Abundance-CPM
RXN-14712: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0465525	0.0	0.0	0.0910288
RXN-14712: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0901235	0.0	0.0	0.0
RXN-14712: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|unclassified	0.3156266	0.1009488	0.0	0.0950678
RXN-14716: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]	0.08233570000000001	0.205101	0.0	0.0403873
RXN-14716: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0630731	0.0	0.0	0.0
RXN-14716: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]|unclassified	0.0192626	0.205101	0.0	0.0403873
RXN-14718: (expasy) Isovaleryl-homoserine lactone synthase [2.3.1.228]	0.0	0.0	0.0	0.0680731
RXN-14718: (expasy) Isovaleryl-homoserine lactone synthase [2.3.1.228]|unclassified	0.0	0.0	0.0	0.0680731
RXN-14725: (expasy) Nitrile hydratase [4.2.1.84]	0.1916328	0.1171535	0.0	0.349156
RXN-14725: (expasy) Nitrile hydratase [4.2.1.84]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0105513	0.0	0.0	0.0538804
RXN-14725: (expasy) Nitrile hydratase [4.2.1.84]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.114666	0.0	0.0	0.295276
RXN-14725: (expasy) Nitrile hydratase [4.2.1.84]|unclassified	0.0664148	0.1171535	0.0	0.0
RXN-14726: (expasy) Nitrile hydratase [4.2.1.84]	0.1916328	0.1171535	0.0	0.349156
RXN-14726: (expasy) Nitrile hydratase [4.2.1.84]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0105513	0.0	0.0	0.0538804
RXN-14726: (expasy) Nitrile hydratase [4.2.1.84]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.114666	0.0	0.0	0.295276
RXN-14726: (expasy) Nitrile hydratase [4.2.1.84]|unclassified	0.0664148	0.1171535	0.0	0.0
RXN-14727: (expasy) Amidase [3.5.1.4]	0.43847780000000003	0.06318	0.101285	0.8585689000000001
RXN-14727: (expasy) Amidase [3.5.1.4]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.01723744	0.0237706	0.0	0.029415200000000002
RXN-14727: (expasy) Amidase [3.5.1.4]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.31899120000000003	0.0394094	0.0	0.6782980000000001
RXN-14727: (expasy) Amidase [3.5.1.4]|unclassified	0.1022491	0.0	0.101285	0.1508559
RXN-14728: (expasy) Amidase [3.5.1.4]	0.43847780000000003	0.06318	0.101285	0.8585689000000001
RXN-14728: (expasy) Amidase [3.5.1.4]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.01723744	0.0237706	0.0	0.029415200000000002
RXN-14728: (expasy) Amidase [3.5.1.4]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.31899120000000003	0.0394094	0.0	0.6782980000000001
RXN-14728: (expasy) Amidase [3.5.1.4]|unclassified	0.1022491	0.0	0.101285	0.1508559
RXN-14756: (expasy) UDP-N-acetylglucosamine 6-dehydrogenase [1.1.1.136]	0.0331756	0.0	0.0	0.0
RXN-14756: (expasy) UDP-N-acetylglucosamine 6-dehydrogenase [1.1.1.136]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0331756	0.0	0.0	0.0
RXN-14772: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]	0.124794	0.0906896	0.0	0.0
RXN-14772: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.124794	0.0	0.0	0.0
RXN-14772: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|unclassified	0.0	0.0906896	0.0	0.0
RXN-14774: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]	0.4953876	1.8903484	0.0	0.18497829999999998
RXN-14774: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|g__Alteromonas.s__Alteromonas_macleodii	0.0416736	0.0	0.0	0.0
RXN-14774: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0557701	0.0	0.0	0.0
RXN-14774: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|unclassified	0.3979439	1.8903484	0.0	0.18497829999999998
RXN-14777: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]	0.08233570000000001	0.205101	0.0	0.0403873
RXN-14777: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0630731	0.0	0.0	0.0
RXN-14777: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]|unclassified	0.0192626	0.205101	0.0	0.0403873
RXN-14778: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]	0.124794	0.0906896	0.0	0.0
RXN-14778: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.124794	0.0	0.0	0.0
RXN-14778: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|unclassified	0.0	0.0906896	0.0	0.0
RXN-14786: (metacyc) enoyl-CoA hydratase [4.2.1.119]	0.124794	0.0906896	0.0	0.0
RXN-14786: (metacyc) enoyl-CoA hydratase [4.2.1.119]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.124794	0.0	0.0	0.0
RXN-14786: (metacyc) enoyl-CoA hydratase [4.2.1.119]|unclassified	0.0	0.0906896	0.0	0.0
RXN-14788: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]	0.4953876	1.8903484	0.0	0.18497829999999998
RXN-14788: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|g__Alteromonas.s__Alteromonas_macleodii	0.0416736	0.0	0.0	0.0
RXN-14788: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0557701	0.0	0.0	0.0
RXN-14788: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|unclassified	0.3979439	1.8903484	0.0	0.18497829999999998
RXN-14791: (metacyc) enoyl-CoA hydratase [4.2.1.119]	0.124794	0.0906896	0.0	0.0
RXN-14791: (metacyc) enoyl-CoA hydratase [4.2.1.119]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.124794	0.0	0.0	0.0
RXN-14791: (metacyc) enoyl-CoA hydratase [4.2.1.119]|unclassified	0.0	0.0906896	0.0	0.0
RXN-14793: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]	0.4953876	1.8903484	0.0	0.18497829999999998
RXN-14793: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|g__Alteromonas.s__Alteromonas_macleodii	0.0416736	0.0	0.0	0.0
RXN-14793: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0557701	0.0	0.0	0.0
RXN-14793: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|unclassified	0.3979439	1.8903484	0.0	0.18497829999999998
RXN-14794: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]	0.124794	0.0906896	0.0	0.0
RXN-14794: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.124794	0.0	0.0	0.0
RXN-14794: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|unclassified	0.0	0.0906896	0.0	0.0
RXN-14797: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]	0.124794	0.0906896	0.0	0.0
RXN-14797: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.124794	0.0	0.0	0.0
RXN-14797: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|unclassified	0.0	0.0906896	0.0	0.0
RXN-14799: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]	0.4953876	1.8903484	0.0	0.18497829999999998
RXN-14799: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|g__Alteromonas.s__Alteromonas_macleodii	0.0416736	0.0	0.0	0.0
RXN-14799: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0557701	0.0	0.0	0.0
RXN-14799: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|unclassified	0.3979439	1.8903484	0.0	0.18497829999999998
RXN-14800: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]	0.08233570000000001	0.205101	0.0	0.0403873
RXN-14800: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0630731	0.0	0.0	0.0
RXN-14800: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]|unclassified	0.0192626	0.205101	0.0	0.0403873
RXN-14801: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]	0.124794	0.0906896	0.0	0.0
RXN-14801: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.124794	0.0	0.0	0.0
RXN-14801: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|unclassified	0.0	0.0906896	0.0	0.0
RXN-14803: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]	0.4953876	1.8903484	0.0	0.18497829999999998
RXN-14803: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|g__Alteromonas.s__Alteromonas_macleodii	0.0416736	0.0	0.0	0.0
RXN-14803: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0557701	0.0	0.0	0.0
RXN-14803: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]|unclassified	0.3979439	1.8903484	0.0	0.18497829999999998
RXN-14804: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]	0.08233570000000001	0.205101	0.0	0.0403873
RXN-14804: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0630731	0.0	0.0	0.0
RXN-14804: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]|unclassified	0.0192626	0.205101	0.0	0.0403873
RXN-14805: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]	0.124794	0.0906896	0.0	0.0
RXN-14805: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.124794	0.0	0.0	0.0
RXN-14805: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]|unclassified	0.0	0.0906896	0.0	0.0
RXN-14903: (expasy) Proline dehydrogenase [1.5.5.2]	0.2927585	1.0331654	0.0	0.287277
RXN-14903: (expasy) Proline dehydrogenase [1.5.5.2]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0395486	0.0517416	0.0	0.128725
RXN-14903: (expasy) Proline dehydrogenase [1.5.5.2]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0867518	0.0464052	0.0	0.158553
RXN-14903: (expasy) Proline dehydrogenase [1.5.5.2]|g__Cutibacterium.s__Cutibacterium_acnes	0.0567286	0.0	0.0	0.0
RXN-14903: (expasy) Proline dehydrogenase [1.5.5.2]|g__Erythrobacter.s__Erythrobacter_flavus	0.0	0.04228	0.0	0.0
RXN-14903: (expasy) Proline dehydrogenase [1.5.5.2]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0234866	0.0	0.0
RXN-14903: (expasy) Proline dehydrogenase [1.5.5.2]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0694933	0.0	0.0	0.0
RXN-14903: (expasy) Proline dehydrogenase [1.5.5.2]|unclassified	0.0402366	0.869252	0.0	0.0
RXN-14907: (expasy) Taurine--pyruvate aminotransferase [2.6.1.77]	0.5480552	0.0	0.0	0.0
RXN-14907: (expasy) Taurine--pyruvate aminotransferase [2.6.1.77]|unclassified	0.5480552	0.0	0.0	0.0
RXN-14917: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]	0.0	0.442098	0.0	0.0
RXN-14917: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]|unclassified	0.0	0.442098	0.0	0.0
RXN-14950: (expasy) Lipoyl synthase [2.8.1.8]	0.9421947800000001	4.2529303	0.0664673	0.3351919
RXN-14950: (expasy) Lipoyl synthase [2.8.1.8]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.033055	0.0	0.0	0.0946615
RXN-14950: (expasy) Lipoyl synthase [2.8.1.8]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.109281	0.0	0.0	0.141579
RXN-14950: (expasy) Lipoyl synthase [2.8.1.8]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.035699	0.0	0.0	0.0
RXN-14950: (expasy) Lipoyl synthase [2.8.1.8]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0635517	0.0	0.0	0.0
RXN-14950: (expasy) Lipoyl synthase [2.8.1.8]|unclassified	0.7006080800000001	4.2529303	0.0664673	0.0989514
RXN-14957: (expasy) Lipoyl synthase [2.8.1.8]	0.9421947800000001	4.2529303	0.0664673	0.3351919
RXN-14957: (expasy) Lipoyl synthase [2.8.1.8]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.033055	0.0	0.0	0.0946615
RXN-14957: (expasy) Lipoyl synthase [2.8.1.8]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.109281	0.0	0.0	0.141579
RXN-14957: (expasy) Lipoyl synthase [2.8.1.8]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.035699	0.0	0.0	0.0
RXN-14957: (expasy) Lipoyl synthase [2.8.1.8]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0635517	0.0	0.0	0.0
RXN-14957: (expasy) Lipoyl synthase [2.8.1.8]|unclassified	0.7006080800000001	4.2529303	0.0664673	0.0989514
RXN-14959: (expasy) Lipoyl synthase [2.8.1.8]	0.9421947800000001	4.2529303	0.0664673	0.3351919
RXN-14959: (expasy) Lipoyl synthase [2.8.1.8]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.033055	0.0	0.0	0.0946615
RXN-14959: (expasy) Lipoyl synthase [2.8.1.8]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.109281	0.0	0.0	0.141579
RXN-14959: (expasy) Lipoyl synthase [2.8.1.8]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.035699	0.0	0.0	0.0
RXN-14959: (expasy) Lipoyl synthase [2.8.1.8]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0635517	0.0	0.0	0.0
RXN-14959: (expasy) Lipoyl synthase [2.8.1.8]|unclassified	0.7006080800000001	4.2529303	0.0664673	0.0989514
RXN-14963: (expasy) Fumarate reductase (quinol) [1.3.5.4]	0.1361641	0.081549	0.0	0.0
RXN-14963: (expasy) Fumarate reductase (quinol) [1.3.5.4]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.107185	0.0	0.0	0.0
RXN-14963: (expasy) Fumarate reductase (quinol) [1.3.5.4]|unclassified	0.0289791	0.081549	0.0	0.0
RXN-14970: (expasy) Fumarate reductase (quinol) [1.3.5.4]	0.1361641	0.081549	0.0	0.0
RXN-14970: (expasy) Fumarate reductase (quinol) [1.3.5.4]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.107185	0.0	0.0	0.0
RXN-14970: (expasy) Fumarate reductase (quinol) [1.3.5.4]|unclassified	0.0289791	0.081549	0.0	0.0
RXN-14971: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1]	4.21451641	1.6326331	0.45454700000000003	1.0053931
RXN-14971: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.045200000000000004	0.0	0.0	0.1145506
RXN-14971: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.1574234	0.049852	0.0	0.3812
RXN-14971: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.1462622	0.0	0.0	0.0
RXN-14971: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1]|unclassified	3.865630709999999	1.5827811	0.45454700000000003	0.5096411
RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]	0.7323265999999999	2.6284525999999997	0.2540068	0.365387
RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]|g__Alteromonas.s__Alteromonas_macleodii	0.0283311	0.0584014	0.0	0.0
RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.17901050000000002	0.0553157	0.0	0.2363172
RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0858316	0.0	0.0	0.1290698
RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0745368	0.0	0.0
RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.0231593	0.0	0.0	0.0
RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0495392	0.0	0.0	0.0
RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]|unclassified	0.3664551	2.4401987	0.2540068	0.0
RXN-14992: (expasy) Peptide chain release factor N(5)-glutamine methyltransferase [2.1.1.297]	0.1841591	0.0	0.0	0.141129
RXN-14992: (expasy) Peptide chain release factor N(5)-glutamine methyltransferase [2.1.1.297]|g__Alteromonas.s__Alteromonas_macleodii	0.0234422	0.0	0.0	0.0
RXN-14992: (expasy) Peptide chain release factor N(5)-glutamine methyltransferase [2.1.1.297]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0	0.0	0.0	0.141129
RXN-14992: (expasy) Peptide chain release factor N(5)-glutamine methyltransferase [2.1.1.297]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.0656394	0.0	0.0	0.0
RXN-14992: (expasy) Peptide chain release factor N(5)-glutamine methyltransferase [2.1.1.297]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0950775	0.0	0.0	0.0
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8]	1.5603377	2.3600485	0.0	0.2996255
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8]|g__Alteromonas.s__Alteromonas_macleodii	0.0372882	0.0	0.0	0.0
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0437093	0.00904088	0.0	0.0446348
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.158956	0.0663035	0.0	0.199156
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8]|g__Erythrobacter.s__Erythrobacter_flavus	0.0	0.0187918	0.0	0.0
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.130395	0.0	0.0
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.0227057	0.0	0.0	0.0
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0644094	0.0	0.0	0.0
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8]|unclassified	1.2332694	2.1355171	0.0	0.0558355
RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]	0.45046260000000005	2.1242411	0.0	0.3730392
RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]|g__Alteromonas.s__Alteromonas_macleodii	0.0244807	0.0	0.0	0.0
RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0577116	0.0	0.0	0.1901621
RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.157892	0.0	0.0	0.109224
RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]|g__Cutibacterium.s__Cutibacterium_acnes	0.0	0.0	0.0	0.0736532
RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.0178379	0.0	0.0	0.0
RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0540228	0.0	0.0	0.0
RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]|unclassified	0.13851809999999998	2.1242411	0.0	0.0
RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11]	0.27114400000000005	0.9915106	0.0463792	0.5364772
RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11]|g__Alteromonas.s__Alteromonas_macleodii	0.0201246	0.0795005	0.0	0.0
RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11]|g__Bradyrhizobium.s__Bradyrhizobium_elkanii	0.0390848	0.0407118	0.0	0.1526042
RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11]|g__Bradyrhizobium.s__Bradyrhizobium_sp_MOS004	0.13963019999999998	0.0386019	0.0	0.329487
RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11]|g__Erythrobacter.s__Erythrobacter_flavus	0.0	0.0270341	0.0	0.0
RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11]|g__Erythrobacter.s__Erythrobacter_sp_SAORIC_644	0.0	0.0404732	0.0	0.0
RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11]|g__Prochlorococcus.s__Prochlorococcus_marinus	0.0241988	0.0	0.0	0.0
RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11]|unclassified	0.048105400000000006	0.765189	0.0463792	0.0543852
RXN-15035: (expasy) Lysophospholipase [3.1.1.5]	0.0539596	0.0	0.0	0.0
RXN-15035: (expasy) Lysophospholipase [3.1.1.5]|unclassified	0.0539596	0.0	0.0	0.0
RXN-15041: (expasy) D-aminoacyl-tRNA deacylase [3.1.1.96]	0.19757019999999997	0.0674879	0.0	0.0887241
RXN-15041: (expasy) D-aminoacyl-tRNA deacylase [3.1.1.96]|g__Alteromonas.s__Alteromonas_macleodii	0.0368119	0.0	0.0	0.0
RXN-15041: (expasy) D-aminoacyl-tRNA deacylase [3.1.1.96]|g__Cutibacterium.s__Cutibacterium_acnes	0.0	0.0	0.0	0.0887241
RXN-15041: (expasy) D-aminoacyl-tRNA deacylase [3.1.1.96]|unclassified	0.1607583	0.0674879	0.0	0.0
RXN-15045: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]	0.0350951	0.14205109999999999	0.0	0.0
RXN-15045: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]|g__Alteromonas.s__Alteromonas_macleodii	0.0350951	0.0729919	0.0	0.0
RXN-15045: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]|unclassified	0.0	0.0690592	0.0	0.0
RXN-15087: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]	0.0	0.0	0.0327176	0.0
RXN-15087: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]|unclassified	0.0	0.0	0.0327176	0.0
RXN-15088: (expasy) Acylglycerol lipase [3.1.1.23]	0.0963569	0.0	0.0	0.0
RXN-15088: (expasy) Acylglycerol lipase [3.1.1.23]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0963569	0.0	0.0	0.0
RXN-15089: (expasy) Acylglycerol lipase [3.1.1.23]	0.0963569	0.0	0.0	0.0
RXN-15089: (expasy) Acylglycerol lipase [3.1.1.23]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0963569	0.0	0.0	0.0
RXN-15138: (metacyc) 2-chloroacrylate reductase [3.8.1.2]	0.0314085	0.0	0.0552603	0.0
RXN-15138: (metacyc) 2-chloroacrylate reductase [3.8.1.2]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0314085	0.0	0.0	0.0
RXN-15138: (metacyc) 2-chloroacrylate reductase [3.8.1.2]|unclassified	0.0	0.0	0.0552603	0.0
RXN-15154: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202]	0.0111977	0.0	0.0	0.0
RXN-15154: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202]|unclassified	0.0111977	0.0	0.0	0.0
RXN-15162: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]	0.0	0.0	0.0327176	0.0
RXN-15162: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]|unclassified	0.0	0.0	0.0327176	0.0
RXN-15164: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]	0.0	0.0	0.0327176	0.0
RXN-15164: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]|unclassified	0.0	0.0	0.0327176	0.0
RXN-15165: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]	0.0	0.0	0.0327176	0.0
RXN-15165: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191]|unclassified	0.0	0.0	0.0327176	0.0
RXN-15200: (expasy) Aromatic-amino-acid transaminase [2.6.1.57]	0.030132	0.0	0.0	0.0
RXN-15200: (expasy) Aromatic-amino-acid transaminase [2.6.1.57]|unclassified	0.030132	0.0	0.0	0.0
RXN-15212: (expasy) Sphingomyelin phosphodiesterase [3.1.4.12]	0.2460635	0.0	0.0	0.0
RXN-15212: (expasy) Sphingomyelin phosphodiesterase [3.1.4.12]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.2322606	0.0	0.0	0.0
RXN-15212: (expasy) Sphingomyelin phosphodiesterase [3.1.4.12]|unclassified	0.0138029	0.0	0.0	0.0
RXN-15261: (metacyc) dihydropterin deaminase [3.5.4.3]	0.0687504	0.0641714	0.0	0.0
RXN-15261: (metacyc) dihydropterin deaminase [3.5.4.3]|g__Pseudovibrio.s__Pseudovibrio_denitrificans	0.0687504	0.0	0.0	0.0
